
1084302703,4708152155
4708152155,1084302835
1084302835,4708152159
4708152159,21638796
21638796,4708152160
4708152160,4708152165
4708152165,4708152166
4708152166,11395345772
11395345772,4708152146
4708152146,4708152169
4708152169,21638797
21638843,6831738685
6831738685,3509499616
3509499616,21638844
21638844,21638845
21638865,8986784892
8986784892,30343650
30343650,8986784894
8986784894,8986784898
8986784898,30343473
30343473,8986784896
8986784896,8978221167
8978221167,30343646
30343646,8978221166
8978221166,8986784902
8986784902,30343569
30343569,8986784906
8986784906,8978221174
8978221174,30343642
30343642,8978221172
8978221172,8986784910
8986784910,30343416
30343416,8986784913
8986784913,8986784916
8986784916,866954660
866954660,8986852519
8986852519,8986852522
8986852522,30343455
30343455,8986852524
8986852524,9249477498
9249477498,10599295419
10599295419,7614874254
7614874254,3643971036
3643971036,21638859
3643971040,6984972081
6984972081,8416779667
8416779667,30343459
30343459,1636238503
1636238503,21638867
21638867,6984972069
6984972069,1403082237
1403082237,11715921926
11715921926,30343571
30343571,30343644
30343644,6984972054
6984972054,1636238504
1636238504,5728520760
5728520760,30343649
30343649,21638868
21638868,7802032344
7802032344,30343654
30343654,6984972038
6984972038,30343485
30343485,242318729
242318729,21638869
21638869,30343672
30343672,30343594
30343594,6984972020
6984972020,1403075656
1403075656,30343490
30343490,1404124266
1404124266,21638871
5609791814,21638915
21638915,21638914
21638914,1401457844
1401457844,21638913
21638913,21638912
21638912,5609791813
5609791813,8196813401
8196813401,5603009327
5603009327,21638911
21638911,1401457879
1401457879,5609854598
5609854598,21638910
21638910,5603009328
5603009328,5609791812
5609791812,21638909
21638909,10130471833
10130471833,4839269779
4839269779,1401457921
1401457921,10130471834
10130471834,2985642422
21638920,3085820978
3085820978,253767188
253767188,3085820979
3085820979,1259351704
1259351704,11310019426
11310019426,21638919
21638919,3085820980
553061199,553074227
553074227,558752231
558752231,6335198115
6335198115,12244954847
12244954847,6335135473
6335135473,30251810
30251810,6337577556
6337577556,1622429933
1622429933,11842091929
11842091929,8313086408
8313086408,4471971381
30227025,7042385417
7042385417,7251842532
7251842532,30227027
30227032,7042385423
7042385423,2264166556
2264166556,30227034
30227035,7042178635
7042178635,30227036
30227036,30227037
30227068,4805335790
4805335790,7042385399
7042385399,3865124131
3865124131,30227050
30227050,7042385405
7042385405,30227039
4688436079,4834501699
8246056358,12750006840
12750006840,7042630589
7042630589,30227136
30227136,7042621983
7042621983,7042621971
7042621971,30227139
112399403,6778318265
6778318265,112409083
30227397,1400723072
1400723072,30227396
30227396,30227395
30227395,30227394
30227394,7251842506
7251842506,3869015403
3869015403,3869015402
3869015402,30227392
30227392,12639563904
12639563904,30227399
30227399,7251842508
7251842508,30227391
30227391,7251842507
7251842507,7251842513
7251842513,30227390
30227399,8515568589
8515568589,30227398
30227391,9176171498
9176171498,9981282617
9981282617,7251842505
7251842505,30227402
3096906055,3215577566
3215577566,9176025999
9176025999,30227452
30227452,30227451
30227451,7042201691
7042201691,30227450
30227450,9981256719
9981256719,9981759543
9981759543,30227449
30227449,8246188566
8246188566,2327729212
30227489,2967993030
2967993030,2529520245
2529520245,2683365353
2683365353,7042385394
7042385394,30227487
30227487,30227486
30227486,30227485
30227485,30227484
30227484,30227483
30227483,443039333
443039333,30646612
30646612,104447194
104447194,1400747771
630622788,7042373980
7042373980,7042373977
7042373977,7042373974
7042373974,630622793
630622793,820938972
820938972,9273245212
9273245212,7274365944
7274365944,820938973
820938973,30227495
7040359542,30236759
30236759,7040379915
7040379915,30236760
30236760,7040379909
7040379909,30236720
30236720,7040379958
7040379958,7038727951
7038727951,30236761
30236761,7038727945
7038727945,7039662392
7039662392,1514106960
30236908,6173990391
6173990391,30236782
30236782,30236907
30236907,30236893
30236893,30236906
30236906,6711105802
6711105802,6711105816
6711105816,8584263359
8584263359,6173990422
6173990422,6689868995
6689868995,30236905
30236905,6173990421
6173990421,30236904
30236904,30236903
30236903,6173990425
6173990425,30236902
30236902,6173990424
6173990424,6173990427
6173990427,30236901
30236901,30236900
30236900,30236899
30236899,6173990497
6173990497,2013654034
30236844,9294726248
9294726248,6173990372
6173990372,30236845
30236845,960944448
960944448,9294726247
9294726247,30236816
30236816,30236846
30236846,30236831
30314678,6173990469
6173990469,30236920
30236920,30236921
30236921,30236922
30236922,30236923
30236923,30236924
30236924,30236925
30236925,30236927
30236927,8048728586
8048728586,6173990414
6173990414,30236928
30237020,6173990346
6173990346,30237019
30237019,6173990349
6173990349,30237018
30237018,12291991687
12291991687,6173990350
6173990350,30237017
30237017,6173990352
6173990352,5760480298
5760480298,11258270142
11258270142,30237016
30237016,6173990354
6173990354,30237015
30237015,961551266
961551266,11220249446
12163264723,30237024
30237024,12163264722
30237069,6173990327
6173990327,6173990330
6173990330,11792933525
11792933525,30237070
30237070,6173990329
6173990329,6173987768
6173987768,30237071
30237071,12163264701
12163264701,30237072
30237072,6173987770
6173987770,6173987774
6173987774,30237073
30237073,6173987773
6173987773,6173990316
6173990316,30236842
30236842,6173990315
6173990315,451753817
451753817,6173990317
6173990317,30237074
30237019,12162057883
12162057883,12162065632
12162065632,30236944
30236944,12162065628
12162065628,30237121
30237121,12160738070
12160738070,30236927
451753935,8182706708
8182706708,6173990305
6173990305,11415053541
11415053541,6173987781
6173987781,451753930
30237193,11415053539
11415053539,6173990334
6173990334,30237192
30237192,12291991683
12291991683,30237191
30237191,6173990299
6173990299,8182706706
8182706706,30237190
30237157,12163264783
12163264783,11258300149
11258300149,30237196
30237156,12527090592
12527090592,12163264772
12163264772,11258300158
11258300158,11415053546
11415053546,30237194
30237195,11258300155
11258300155,11415053545
11415053545,11415053544
11415053544,12163264785
12163264785,12527090591
12527090591,30237233
30237235,8182706707
8182706707,12164494771
12164494771,30237237
30237280,12164494832
12164494832,11258270145
11258270145,30237279
30237279,12164494829
12164494829,30237278
30237294,12162057854
12162057854,972557310
972557310,12164494954
12164494954,30237295
30237100,6712030325
6712030325,6173990314
6173990314,6173990320
6173990320,30237312
30237312,12164495025
12164495025,30237311
30237311,30237310
30237310,30237309
30237309,12164495029
12164495029,30237119
30237119,30237308
30237308,12164495036
12164495036,11415053542
11415053542,6173990324
6173990324,30237155
6712030331,6778547376
6778547376,12164494741
12164494741,8182706709
8182706709,30237319
7368402565,8182706705
8182706705,6173990302
